datetime,pct,precip,precipcover,preciptype,snow,snowdepth
2018-04-20,0.7982832288072178,0.0,0.0,,0.0,0.0
2018-04-21,0.8446157057785365,0.0,0.0,,0.0,0.0
2018-04-22,0.847994080529198,0.0,0.0,,0.0,0.0
2018-04-23,0.7700975564792434,0.0,0.0,,0.0,0.0
2018-04-24,0.8150209113093512,0.0,0.0,,0.0,0.0
2018-04-25,0.8248021434243002,0.697,54.17,rain,0.0,0.0
2018-04-26,0.8461079147874784,0.273,25.0,rain,0.0,0.0
2018-04-27,0.8407133700823491,0.525,20.83,rain,0.0,0.0
2018-04-28,0.8182331401522414,0.0,0.0,,0.0,0.0
2018-04-29,0.7632681134371612,0.055,16.67,rain,0.0,0.0
2018-04-30,0.7690792606772172,0.211,41.67,rain,0.0,0.0
2018-05-01,0.7967233623202393,0.0,0.0,,0.0,0.0
2018-05-02,0.7627802099606977,0.0,0.0,,0.0,0.0
2018-05-03,0.725113993842495,0.084,12.5,rain,0.0,0.0
2018-05-04,0.7613163713926169,0.005,12.5,rain,0.0,0.0
2018-05-05,0.8289248012701234,0.0,0.0,,0.0,0.0
2018-05-06,0.8012258736184905,0.147,8.33,rain,0.0,0.0
2018-05-07,0.7976717971180216,0.044,4.17,rain,0.0,0.0
2018-05-08,0.8181953426300275,0.0,0.0,,0.0,0.0
2018-05-09,0.7801157030190572,0.0,0.0,,0.0,0.0
2018-05-10,0.7967475030768973,0.0,0.0,,0.0,0.0
2018-05-11,0.7724459499915157,0.0,0.0,,0.0,0.0
2018-05-12,0.8273150233727983,0.21,29.17,rain,0.0,0.0
2018-05-13,0.8142847905931633,0.0,0.0,,0.0,0.0
2018-05-14,0.7696897736065795,0.0,0.0,,0.0,0.0
2018-05-15,0.7638377003475685,0.973,16.67,rain,0.0,0.0
2018-05-16,0.8034398955921582,0.0,0.0,,0.0,0.0
2018-05-17,0.7392967190404244,0.002,8.33,rain,0.0,0.0
2018-05-18,0.8008398627134854,0.0,0.0,,0.0,0.0
2018-05-19,0.7621347448303345,0.176,41.67,rain,0.0,0.0
2018-05-20,0.8033386369179638,0.115,33.33,rain,0.0,0.0
2018-05-21,0.6889040243013482,0.0,0.0,,0.0,0.0
2018-05-22,0.7501145216278041,0.038,29.17,rain,0.0,0.0
2018-05-23,0.7267039304721297,0.024,12.5,rain,0.0,0.0
2018-05-24,0.7673544266240175,0.0,0.0,,0.0,0.0
2018-05-25,0.7368735459069653,0.0,0.0,,0.0,0.0
2018-05-26,0.7937197506220777,0.0,0.0,,0.0,0.0
2018-05-27,0.8015008642435695,0.019,16.67,rain,0.0,0.0
2018-05-28,0.7691093543301166,0.065,25.0,rain,0.0,0.0
2018-05-29,0.7800102734428729,0.0,0.0,,0.0,0.0
2018-05-30,0.7338409371092333,0.0,0.0,,0.0,0.0
2018-05-31,0.7372157509023198,0.0,0.0,,0.0,0.0
2018-06-01,0.8054368199657985,0.011,4.17,rain,0.0,0.0
2018-06-02,0.788177619439861,0.011,4.17,rain,0.0,0.0
2018-06-03,0.7706496763464702,0.0,0.0,,0.0,0.0
2018-06-04,0.7594906824239018,0.63,50.0,rain,0.0,0.0
2018-06-05,0.808143869073822,0.289,20.83,rain,0.0,0.0
2018-06-06,0.7990998772142979,0.0,0.0,,0.0,0.0
2018-06-07,0.7746221142769233,0.0,0.0,,0.0,0.0
2018-06-08,0.7594731954495954,0.0,0.0,,0.0,0.0
2018-06-09,0.7927637194913749,0.0,0.0,,0.0,0.0
2018-06-10,0.7932543709825477,0.0,0.0,,0.0,0.0
2018-06-11,0.777852478817347,0.0,0.0,,0.0,0.0
2018-06-12,0.7586890185888326,0.0,0.0,,0.0,0.0
2018-06-13,0.8308144838873861,0.0,0.0,,0.0,0.0
2018-06-14,0.7814752499634956,0.0,0.0,,0.0,0.0
2018-06-15,0.7628573361517638,0.0,0.0,,0.0,0.0
2018-06-16,0.7554610602113546,0.0,0.0,,0.0,0.0
2018-06-17,0.829955462768078,0.0,0.0,,0.0,0.0
2018-06-18,0.8123463511105885,0.119,12.5,rain,0.0,0.0
2018-06-19,0.7838378964910148,0.011,4.17,rain,0.0,0.0
2018-06-20,0.7931670641725972,0.0,0.0,,0.0,0.0
2018-06-21,0.8054116987726178,0.0,0.0,,0.0,0.0
2018-06-22,0.7798929734130107,0.0,0.0,,0.0,0.0
2018-06-23,0.7544860412319359,0.0,0.0,,0.0,0.0
2018-06-24,0.7680698963156537,0.145,8.33,rain,0.0,0.0
2018-06-25,0.7917336868138971,0.391,25.0,rain,0.0,0.0
2018-06-26,0.727206199154959,0.0,0.0,,0.0,0.0
2018-06-27,0.7993344014855074,0.0,0.0,,0.0,0.0
2018-06-28,0.7690672482361421,1.271,62.5,rain,0.0,0.0
2018-06-29,0.7279281667791226,0.0,0.0,,0.0,0.0
2018-06-30,0.7043753411956574,0.0,0.0,,0.0,0.0
2018-07-01,0.7231853975337063,0.0,0.0,,0.0,0.0
2018-07-02,0.7728247149089597,0.0,0.0,,0.0,0.0
2018-07-03,0.7699790431470044,0.011,4.17,rain,0.0,0.0
2018-07-04,0.8618891133512191,0.0,0.0,,0.0,0.0
2018-07-05,0.7852240231722538,0.0,0.0,,0.0,0.0
2018-07-06,0.7613673823629965,0.383,16.67,rain,0.0,0.0
2018-07-07,0.7385236121577492,0.0,0.0,,0.0,0.0
2018-07-08,0.7591991110731228,0.0,0.0,,0.0,0.0
2018-07-09,0.7508960083295553,0.0,0.0,,0.0,0.0
2018-07-10,0.7677282445773206,0.0,0.0,,0.0,0.0
2018-07-11,0.7944386441684131,0.215,20.83,rain,0.0,0.0
2018-07-12,0.7672058568399376,0.0,0.0,,0.0,0.0
2018-07-13,0.7528778716607181,0.0,0.0,,0.0,0.0
2018-07-14,0.7597688852578199,0.009,4.17,rain,0.0,0.0
2018-07-15,0.7921643251558594,0.26,8.33,rain,0.0,0.0
2018-07-16,0.8040378955544611,0.008,4.17,rain,0.0,0.0
2018-07-17,0.8015236746770941,2.459,33.33,rain,0.0,0.0
2018-07-18,0.7658717769729625,0.073,16.67,rain,0.0,0.0
2018-07-19,0.7211305534569078,0.0,0.0,,0.0,0.0
2018-07-20,0.7224936907247468,0.0,0.0,,0.0,0.0
2018-07-21,0.7243241142210282,0.0,0.0,,0.0,0.0
2018-07-22,0.72169508506339,0.171,41.67,rain,0.0,0.0
2018-07-23,0.7863008414246502,0.053,29.17,rain,0.0,0.0
2018-07-24,0.7664871471633514,0.0,0.0,,0.0,0.0
2018-07-25,0.7804477544333465,0.112,8.33,rain,0.0,0.0
2018-07-26,0.791253301652542,0.649,33.33,rain,0.0,0.0
2018-07-27,0.7556427216225433,0.0,0.0,,0.0,0.0
2018-07-28,0.7383147667955943,0.0,0.0,,0.0,0.0
2018-07-29,0.7890392758963746,0.0,0.0,,0.0,0.0
2018-07-30,0.7326118969249623,0.0,0.0,,0.0,0.0
2018-07-31,0.7093119730785611,0.0,0.0,,0.0,0.0
2018-08-01,0.7448533991803691,0.0,0.0,,0.0,0.0
2018-08-02,0.7146936415032739,0.0,0.0,,0.0,0.0
2018-08-03,0.7349873279666816,0.086,8.33,rain,0.0,0.0
2018-08-04,0.7546968798607516,0.78,20.83,rain,0.0,0.0
2018-08-05,0.755628530588886,0.0,0.0,,0.0,0.0
2018-08-06,0.7470110036009513,0.0,0.0,,0.0,0.0
2018-08-07,0.7319778041646102,0.0,0.0,,0.0,0.0
2018-08-08,0.7555384401633014,1.041,25.0,rain,0.0,0.0
2018-08-09,0.7292564895369484,0.08,20.83,rain,0.0,0.0
2018-08-10,0.7463515203608235,0.0,0.0,,0.0,0.0
2018-08-11,0.7795445322108703,0.397,50.0,rain,0.0,0.0
2018-08-12,0.791855723743567,1.263,66.67,rain,0.0,0.0
2018-08-13,0.7381926003618448,0.284,29.17,rain,0.0,0.0
2018-08-14,0.7768043235485329,0.011,4.17,rain,0.0,0.0
2018-08-15,0.7885907827668388,0.0,0.0,,0.0,0.0
2018-08-16,0.753062710685261,0.0,0.0,,0.0,0.0
2018-08-17,0.7510202165016227,0.182,12.5,rain,0.0,0.0
2018-08-18,0.7351549051137202,0.104,29.17,rain,0.0,0.0
2018-08-19,0.7185296708562076,0.059,20.83,rain,0.0,0.0
2018-08-20,0.7325379656831048,0.0,0.0,,0.0,0.0
2018-08-21,0.7221633040065032,0.0,0.0,,0.0,0.0
2018-08-22,0.7728938179179288,0.385,12.5,rain,0.0,0.0
2018-08-23,0.7242917345569058,0.0,0.0,,0.0,0.0
2018-08-24,0.7307376712528474,0.0,0.0,,0.0,0.0
2018-08-25,0.7779744107100705,0.0,0.0,,0.0,0.0
2018-08-26,0.7295103778605642,0.0,0.0,,0.0,0.0
2018-08-27,0.7818000308784544,0.0,0.0,,0.0,0.0
2018-08-28,0.7439997037891073,0.0,0.0,,0.0,0.0
2018-08-29,0.7377258039462797,0.0,0.0,,0.0,0.0
2018-08-30,0.756715949303206,0.0,0.0,,0.0,0.0
2018-08-31,0.7772937245494792,0.0,0.0,,0.0,0.0
2018-09-01,0.7520312979633771,0.0,0.0,,0.0,0.0
2018-09-02,0.776428179505806,0.0,0.0,,0.0,0.0
2018-09-03,0.794045384880087,0.0,0.0,,0.0,0.0
2018-09-04,0.7962200635341408,0.0,0.0,,0.0,0.0
2018-09-05,0.7517711901166234,0.0,0.0,,0.0,0.0
2018-09-06,0.7578474790870844,0.154,12.5,rain,0.0,0.0
2018-09-07,0.751469308502634,0.001,4.17,rain,0.0,0.0
2018-09-08,0.7720427695581216,0.0,0.0,,0.0,0.0
2018-09-09,0.7759521696092467,0.0,0.0,,0.0,0.0
2018-09-10,0.7901672749578519,0.589,33.33,rain,0.0,0.0
2018-09-11,0.8086199071436209,0.714,33.33,rain,0.0,0.0
2018-09-12,0.7817282118530862,0.241,37.5,rain,0.0,0.0
2018-09-13,0.8001776493317303,0.49,29.17,rain,0.0,0.0
2018-09-14,0.8127013728706742,0.0,0.0,,0.0,0.0
2018-09-15,0.8562772515315972,0.0,0.0,,0.0,0.0
2018-09-16,0.816849014025471,0.0,0.0,,0.0,0.0
2018-09-17,0.8234210521611642,0.0,0.0,,0.0,0.0
2018-09-18,0.8108061778952325,1.335,58.33,rain,0.0,0.0
2018-09-19,0.760626894448289,0.0,0.0,,0.0,0.0
2018-09-20,0.8033647381107942,0.0,0.0,,0.0,0.0
2018-09-21,0.7940879280745934,0.0,0.0,,0.0,0.0
2018-09-22,0.8057009950209033,0.032,8.33,rain,0.0,0.0
2018-09-23,0.79355585017543,0.0,0.0,,0.0,0.0
2018-09-24,0.816150159106128,0.0,0.0,,0.0,0.0
2018-09-25,0.8019027674644399,0.635,54.17,rain,0.0,0.0
2018-09-26,0.7902856823645811,0.654,12.5,rain,0.0,0.0
2018-09-27,0.7884702754098728,0.351,16.67,rain,0.0,0.0
2018-09-28,0.7863480261834435,0.346,37.5,rain,0.0,0.0
2018-09-29,0.797403894520534,0.0,0.0,,0.0,0.0
2018-09-30,0.7591959056004779,0.0,0.0,,0.0,0.0
2018-10-01,0.8096423470935078,0.044,33.33,rain,0.0,0.0
2018-10-02,0.7923869611395058,0.326,62.5,rain,0.0,0.0
2018-10-03,0.7858835894129672,0.277,25.0,rain,0.0,0.0
2018-10-04,0.7847983307749655,0.0,0.0,,0.0,0.0
2018-10-05,0.7667350949509206,0.0,0.0,,0.0,0.0
2018-10-06,0.771815313455854,0.0,0.0,,0.0,0.0
2018-10-07,0.7216451383015509,0.096,20.83,rain,0.0,0.0
2018-10-08,0.7717309695963126,0.0,0.0,,0.0,0.0
2018-10-09,0.7365524979005023,0.0,0.0,,0.0,0.0
2018-10-10,0.7648113536715866,0.0,0.0,,0.0,0.0
2018-10-11,0.7712085797966399,0.623,33.33,rain,0.0,0.0
2018-10-12,0.7402585682311195,0.109,33.33,rain,0.0,0.0
2018-10-13,0.7476350766076127,0.135,20.83,rain,0.0,0.0
2018-10-14,0.7524513188559584,0.0,0.0,,0.0,0.0
2018-10-15,0.7380512201755461,0.012,4.17,rain,0.0,0.0
2018-10-16,0.7635689522487172,0.087,8.33,rain,0.0,0.0
2018-10-17,0.7592544493247433,0.004,4.17,rain,0.0,0.0
2018-10-18,0.7431741581058986,0.0,0.0,,0.0,0.0
2018-10-19,0.7804883711154974,0.0,0.0,,0.0,0.0
2018-10-20,0.7936720285068575,0.0,0.0,,0.0,0.0
2018-10-21,0.7485899577714035,0.026,8.33,rain,0.0,0.0
2018-10-22,0.7285837004816438,0.0,0.0,,0.0,0.0
2018-10-23,0.806586785159105,0.362,25.0,rain,0.0,0.0
2018-10-24,0.7670050651082978,0.044,20.83,rain,0.0,0.0
2018-10-25,0.727109012856932,0.0,0.0,,0.0,0.0
2018-10-26,0.7478564509390881,0.0,0.0,,0.0,0.0
2018-10-27,0.7153589333908863,1.162,70.83,rain,0.0,0.0
2018-10-28,0.7180800940196104,0.067,29.17,rain,0.0,0.0
2018-10-29,0.7888738696665192,0.485,41.67,rain,0.0,0.0
2018-10-30,0.7701190523175453,0.0,0.0,,0.0,0.0
2018-10-31,0.7414822881727599,0.0,0.0,,0.0,0.0
2018-11-01,0.7749146158145412,0.011,4.17,rain,0.0,0.0
2018-11-02,0.7848589373448009,0.099,33.33,rain,0.0,0.0
2018-11-03,0.7099282513704728,1.483,83.33,rain,0.0,0.0
2018-11-04,0.7187992524539348,0.0,0.0,,0.0,0.0
2018-11-05,0.7615037632472048,0.276,20.83,rain,0.0,0.0
2018-11-06,0.7264272008018153,0.733,58.33,rain,0.0,0.0
2018-11-07,0.7456276616592696,0.002,8.33,rain,0.0,0.0
2018-11-08,0.7714422115053297,0.0,0.0,,0.0,0.0
2018-11-09,0.7432018389001103,0.612,20.83,rain,0.0,0.0
2018-11-10,0.7084398762959712,0.792,33.33,rain,0.0,0.0
2018-11-11,0.7228870126891086,0.0,0.0,,0.0,0.0
2018-11-12,0.7464518225068686,0.0,0.0,,0.0,0.0
2018-11-13,0.7371747185303252,0.993,54.17,rain,0.0,0.0
2018-11-14,0.7623834233908908,0.0,0.0,,0.0,0.0
2018-11-15,0.7506913017906975,0.313,16.67,"rain,snow",0.6,0.2
2018-11-16,0.7652168645042912,0.716,45.83,"rain,snow",0.2,0.9
2018-11-17,0.7411611984321467,0.0,0.0,,0.0,0.5
2018-11-18,0.7421458593418534,0.0,0.0,,0.0,0.2
2018-11-19,0.7873471622980526,0.164,45.83,rain,0.1,0.0
2018-11-20,0.7763578423226785,0.411,62.5,"rain,snow",0.0,0.0
2018-11-21,0.7797582057298944,0.0,0.0,,0.0,0.0
2018-11-22,0.8013646896840423,0.0,0.0,,0.0,0.0
2018-11-23,0.8065655211646783,0.0,0.0,,0.0,0.0
2018-11-24,0.7981907533444558,0.0,0.0,,0.0,0.0
2018-11-25,0.7582951440485187,0.795,41.67,rain,0.0,0.0
2018-11-26,0.7762146174979871,0.721,37.5,rain,0.0,0.0
2018-11-27,0.6943418646204398,0.599,37.5,rain,0.0,0.0
2018-11-28,0.7267894144417271,0.0,0.0,,0.0,0.0
2018-11-29,0.7311265018686215,0.0,0.0,,0.0,0.0
2018-11-30,0.7201485927652536,0.0,0.0,,0.0,0.0
2018-12-01,0.7533540399823145,0.0,0.0,,0.0,0.0
2018-12-02,0.7304148769003818,0.752,54.17,rain,0.0,0.0
2018-12-03,0.7713720169942165,0.0,0.0,,0.0,0.0
2018-12-04,0.7907757836517885,0.0,0.0,,0.0,0.0
2018-12-05,0.7532187684254035,0.0,0.0,,0.0,0.0
2018-12-06,0.7454458657195673,0.0,0.0,,0.0,0.0
2018-12-07,0.7762317213677012,0.0,0.0,,0.0,0.0
2018-12-08,0.5718252818615694,0.0,0.0,,0.0,0.0
2018-12-09,0.6874437130133038,0.0,0.0,,0.0,0.0
2018-12-10,0.7169328113144007,0.0,0.0,,0.0,0.0
2018-12-11,0.7745377357650592,0.0,0.0,,0.0,0.0
2018-12-12,0.768846013527032,0.0,0.0,,0.0,0.0
2018-12-13,0.7404985814539637,0.0,0.0,,0.0,0.0
2018-12-14,0.7707113699522715,0.0,0.0,,0.0,0.0
2018-12-15,0.6915119858337442,0.009,8.33,rain,0.0,0.0
2018-12-16,0.7248060236568914,0.534,37.5,rain,0.0,0.0
2018-12-17,0.7207065950018818,0.053,20.83,rain,0.1,0.2
2018-12-18,0.773742080303448,0.018,4.17,"rain,snow",0.0,0.0
2018-12-19,0.7523600172636604,0.0,0.0,,0.0,0.0
2018-12-20,0.7544072379712339,0.0,0.0,,0.0,0.0
2018-12-21,0.7146087545821841,0.642,75.0,rain,0.0,0.0
2018-12-22,0.6991001806280839,0.025,8.33,rain,0.0,0.0
2018-12-23,0.7582198117848697,0.0,0.0,,0.0,0.0
2018-12-24,0.7388174482085246,0.0,0.0,,0.0,0.0
2018-12-25,0.6790307445474825,0.0,0.0,,0.0,0.0
2018-12-26,0.807225697362536,0.0,0.0,,0.0,0.0
2018-12-27,0.7949658616886475,0.0,0.0,,0.0,0.0
2018-12-28,0.814178902666472,0.337,54.17,rain,0.0,0.0
2018-12-29,0.8091542570168965,0.0,0.0,,0.0,0.0
2018-12-30,0.7746294155150362,0.0,0.0,,0.0,0.0
2018-12-31,0.7731088124944276,0.221,16.67,rain,0.0,0.0
2019-01-01,0.7378625490585542,0.567,29.17,rain,0.0,0.2
2019-01-02,0.7910266322031636,0.0,0.0,,0.0,0.0
2019-01-03,0.7423993323199183,0.022,8.33,rain,0.0,0.0
2019-01-04,0.7399603723638952,0.0,0.0,,0.0,0.0
2019-01-05,0.7086967028495152,0.6,62.5,rain,0.0,0.0
2019-01-06,0.7104520558299634,0.0,0.0,,0.0,0.0
2019-01-07,0.7450316428996484,0.0,0.0,,0.0,0.0
2019-01-08,0.7850908619496073,0.022,8.33,"rain,snow",0.2,0.1
2019-01-09,0.7761222873003113,0.128,29.17,rain,0.0,0.0
2019-01-10,0.7409934996210914,0.0,0.0,,0.0,0.0
2019-01-11,0.7549235665667808,0.0,0.0,,0.0,0.0
2019-01-12,0.7098481915124266,0.0,0.0,,0.0,0.0
2019-01-13,0.6707412145888374,0.0,0.0,,0.0,0.0
2019-01-14,0.6635985994006779,0.0,0.0,,0.0,0.0
2019-01-15,0.7517616189453026,0.0,0.0,,0.0,0.0
2019-01-16,0.7096644009132141,0.0,0.0,,0.0,0.0
2019-01-17,0.7307170966840304,0.0,0.0,,0.0,0.0
2019-01-18,0.7457200606562768,0.0,0.0,,0.0,0.1
2019-01-19,0.7713375161223627,0.083,20.83,"rain,snow",1.1,0.3
2019-01-20,0.5444210899489248,1.265,70.83,"rain,snow",1.7,1.4
2019-01-21,0.5964367257635227,0.0,0.0,,0.0,1.3
2019-01-22,0.680669553292381,0.0,0.0,,0.0,1.2
2019-01-23,0.7582634405914722,0.0,0.0,,0.0,1.2
2019-01-24,0.6876165100569299,1.049,54.17,rain,0.0,0.8
2019-01-25,0.7436504971424442,0.0,0.0,,0.0,0.1
2019-01-26,0.7073628739743812,0.0,0.0,,0.0,0.0
2019-01-27,0.7023371631126197,0.0,0.0,,0.0,0.0
2019-01-28,0.746464852932542,0.0,0.0,,0.0,0.0
2019-01-29,0.7431777598718952,0.025,8.33,rain,0.0,0.0
2019-01-30,0.7138331100143395,0.167,25.0,"rain,snow",0.0,0.6
2019-01-31,0.6440758934867334,0.0,0.0,,0.0,0.3
2019-02-01,0.6711447424007944,0.0,0.0,,0.0,0.4
2019-02-02,0.7035146666028952,0.0,0.0,,0.0,0.2
2019-02-03,0.6215061456535936,0.0,0.0,,0.0,0.2
2019-02-04,0.7259176093777491,0.0,0.0,,0.0,0.0
2019-02-05,0.7081824202660036,0.0,0.0,,0.0,0.0
2019-02-06,0.7788294138672354,0.242,12.5,"rain,snow",0.0,0.0
2019-02-07,0.7278962004134262,0.339,41.67,"rain,snow",0.0,0.0
2019-02-08,0.6724859292229821,0.087,25.0,rain,0.0,0.0
2019-02-09,0.6611320614804634,0.0,0.0,,0.0,0.0
2019-02-10,0.7018961214455045,0.0,0.0,,0.0,0.0
2019-02-11,0.7971532859169836,0.0,0.0,,0.0,0.0
2019-02-12,0.7445407163364076,0.72,37.5,"rain,snow",0.5,0.1
2019-02-13,0.7661979611996934,0.451,45.83,rain,0.3,0.6
2019-02-14,0.7751868895321344,0.0,0.0,,0.0,0.6
2019-02-15,0.7760428656825265,0.105,16.67,rain,0.0,0.3
2019-02-16,0.8035850597334545,0.0,0.0,,0.0,0.2
2019-02-17,0.7748483920416012,0.0,0.0,"rain,snow",0.6,0.3
2019-02-18,0.784677012553139,0.303,54.17,"rain,snow",2.4,0.9
2019-02-19,0.8010991908902814,0.0,0.0,,0.0,1.0
2019-02-20,0.7819588736771759,0.05,8.33,"rain,snow",0.2,1.0
2019-02-21,0.6915597026058059,0.419,33.33,"rain,snow",0.1,1.2
2019-02-22,0.7242031884415681,0.0,0.0,,0.0,1.0
2019-02-23,0.7263578062514385,0.0,0.0,,0.0,1.0
2019-02-24,0.7013695847243435,0.479,50.0,rain,0.0,0.9
2019-02-25,0.6725582072906147,0.008,8.33,rain,0.0,0.6
2019-02-26,0.7593334178910165,0.0,0.0,,0.0,0.4
2019-02-27,0.7306488931767231,0.025,8.33,snow,0.6,0.6
2019-02-28,0.7769385545804177,0.166,41.67,snow,0.8,1.2
2019-03-01,0.7258930509837672,0.0,0.0,,0.0,1.2
2019-03-02,0.7308296584039794,0.188,41.67,"rain,snow",0.6,1.2
2019-03-03,0.7248531233396468,0.032,4.17,"rain,snow",2.3,2.5
2019-03-04,0.6299137511518669,0.941,50.0,"rain,snow",3.2,4.8
2019-03-05,0.7368312007463211,0.0,0.0,,0.0,4.1
2019-03-06,0.7453330611647078,0.0,0.0,,0.0,3.9
2019-03-07,0.7525961772794441,0.0,0.0,,0.0,3.8
2019-03-08,0.7580180961441286,0.0,0.0,,0.0,3.8
2019-03-09,0.7219871987258513,0.0,0.0,,0.0,3.5
2019-03-10,0.6954338668087234,0.47,45.83,"rain,snow",1.4,3.5
2019-03-11,0.7121851299548032,0.0,0.0,,0.0,3.3
2019-03-12,0.8310451742078022,0.0,0.0,,0.0,2.5
2019-03-13,0.8127352739110806,0.0,0.0,,0.0,2.5
2019-03-14,0.7697738146271579,0.0,0.0,,0.0,2.3
2019-03-15,0.7778380896683719,0.17,12.5,rain,0.0,1.5
2019-03-16,0.7940390500007767,0.021,4.17,rain,0.0,0.1
2019-03-17,0.8096894143998246,0.0,0.0,,0.0,0.0
2019-03-18,0.8276156998656945,0.0,0.0,,0.0,0.0
2019-03-19,0.8250604141721005,0.0,0.0,,0.0,0.0
2019-03-20,0.8341928072322906,0.0,0.0,,0.0,0.0
2019-03-21,0.760220030026167,0.0,0.0,,0.0,0.0
2019-03-22,0.768517389486735,0.882,79.17,rain,0.0,0.0
2019-03-23,0.7862940597970746,0.046,16.67,"rain,snow",0.0,0.2
2019-03-24,0.7573319504011603,0.0,0.0,,0.0,0.0
2019-03-25,0.8133109874381628,0.0,0.0,,0.0,0.0
2019-03-26,0.8495423820418866,0.0,0.0,,0.0,0.0
2019-03-27,0.7671101074694864,0.0,0.0,,0.0,0.0
2019-03-28,0.7449735933112764,0.0,0.0,,0.0,0.0
2019-03-29,0.7756434473823709,0.046,20.83,rain,0.0,0.0
2019-03-30,0.6537665311571461,0.0,0.0,,0.0,0.0
2019-03-31,0.6978578163076983,0.1,20.83,rain,0.0,0.0
2019-04-01,0.7722114647048557,0.0,0.0,,0.0,0.0
2019-04-02,0.8073817751359501,0.0,0.0,,0.0,0.0
2019-04-03,0.7723499453016798,0.451,33.33,rain,0.0,0.2
2019-04-04,0.7783937813424008,0.0,0.0,,0.0,0.0
2019-04-05,0.8008699613667372,0.062,8.33,rain,0.0,0.0
2019-04-06,0.6798154102380236,0.16,25.0,rain,0.0,0.0
2019-04-07,0.7636667893503867,0.0,0.0,,0.0,0.0
2019-04-08,0.8310676439863833,0.328,45.83,rain,0.0,0.0
2019-04-09,0.8127697941656497,0.063,8.33,rain,0.0,0.0
2019-04-10,0.8192877089037028,0.012,8.33,rain,0.0,0.0
2019-04-11,0.8226652804722121,0.0,0.0,,0.0,0.0
2019-04-12,0.8270104337237554,0.0,0.0,,0.0,0.0
2019-04-13,0.7896107066111264,0.398,45.83,rain,0.0,0.0
2019-04-14,0.8338395890932524,0.038,8.33,rain,0.0,0.0
2019-04-15,0.7793999388546305,0.739,41.67,rain,0.0,0.0
2019-04-16,0.8138358980782214,0.0,0.0,,0.0,0.0
2019-04-17,0.842506576779274,0.0,0.0,,0.0,0.0
2019-04-18,0.8690599528390035,0.0,0.0,,0.0,0.0
2019-04-19,0.7955775636328983,0.0,0.0,,0.0,0.0
2019-04-20,0.6997323915270344,0.212,62.5,rain,0.0,0.0
2019-04-21,0.844135585057992,0.035,20.83,rain,0.0,0.0
2019-04-22,0.820356521022202,2.04,45.83,rain,0.0,0.0
2019-04-23,0.8032984301746529,0.351,37.5,rain,0.0,0.0
2019-04-24,0.8398089200832328,0.116,16.67,rain,0.0,0.0
2019-04-25,0.8548635737402415,0.0,0.0,,0.0,0.0
2019-04-26,0.8195649666382734,0.59,50.0,rain,0.0,0.0
2019-04-27,0.8101604601211828,0.821,33.33,rain,0.0,0.0
2019-04-28,0.7841207452138494,0.017,12.5,rain,0.0,0.0
2019-04-29,0.8018769372747978,0.0,0.0,,0.0,0.0
2019-04-30,0.8111194973023056,0.151,25.0,rain,0.0,0.0
2019-05-01,0.8187759959852102,0.0,0.0,,0.0,0.0
2019-05-02,0.8099847084353379,0.064,20.83,rain,0.0,0.0
2019-05-03,0.801914210691109,0.112,20.83,rain,0.0,0.0
2019-05-04,0.7350079731894951,0.133,12.5,rain,0.0,0.0
2019-05-05,0.8310019325341702,0.016,25.0,rain,0.0,0.0
2019-05-06,0.8301397494943847,0.0,0.0,,0.0,0.0
2019-05-07,0.8314548682340173,0.087,16.67,rain,0.0,0.0
2019-05-08,0.8403538335349963,0.0,0.0,,0.0,0.0
2019-05-09,0.8006415017248635,0.0,0.0,,0.0,0.0
2019-05-10,0.8661756657871839,0.011,4.17,rain,0.0,0.0
2019-05-11,0.8558297301097726,0.016,8.33,rain,0.0,0.0
2019-05-12,0.8668680343376273,0.424,58.33,rain,0.0,0.0
2019-05-13,0.793110064127323,0.674,25.0,rain,0.0,0.0
2019-05-14,0.8368931780040256,0.301,45.83,rain,0.0,0.0
2019-05-15,0.8701155032202861,0.0,0.0,,0.0,0.0
2019-05-16,0.8000626688834216,0.012,8.33,rain,0.0,0.0
2019-05-17,0.8129925224955918,0.231,41.67,rain,0.0,0.0
2019-05-18,0.8531479964694135,0.0,0.0,,0.0,0.0
2019-05-19,0.8735057281175032,0.204,12.5,rain,0.0,0.0
2019-05-20,0.8707907136060339,0.155,20.83,rain,0.0,0.0
2019-05-21,0.842464209903234,0.0,0.0,,0.0,0.0
2019-05-22,0.8412363487919766,0.0,0.0,,0.0,0.0
2019-05-23,0.838003431072484,0.006,12.5,rain,0.0,0.0
2019-05-24,0.869295934866851,0.136,12.5,rain,0.0,0.0
2019-05-25,0.8534589629164797,0.0,0.0,,0.0,0.0
2019-05-26,0.8245475589047523,0.273,12.5,rain,0.0,0.0
2019-05-27,0.7583105956113887,0.0,0.0,,0.0,0.0
2019-05-28,0.8068011213345896,0.294,37.5,rain,0.0,0.0
2019-05-29,0.7847345241792176,0.013,8.33,rain,0.0,0.0
2019-05-30,0.7986587432533545,0.014,8.33,rain,0.0,0.0
2019-05-31,0.8112447238050982,0.327,12.5,rain,0.0,0.0
2019-06-01,0.8371325765275535,0.0,0.0,,0.0,0.0
2019-06-02,0.8672846482797792,0.0,0.0,,0.0,0.0
2019-06-03,0.8325414639254041,0.08,16.67,rain,0.0,0.0
2019-06-04,0.8571616044329955,0.0,0.0,,0.0,0.0
