datetime,pct,precip,precipcover,preciptype,snow,snowdepth
2017-03-07,0.8538495752300745,0.022,12.5,rain,0.0,0.0
2017-03-08,0.8416729768823303,0.054,20.83,rain,0.0,0.0
2017-03-09,0.8128584966739112,0.0,0.0,,0.0,0.0
2017-03-10,0.8383340415464298,0.203,54.17,"rain,snow",0.3,0.2
2017-03-11,0.8576480895021983,0.021,8.33,snow,0.2,0.3
2017-03-12,0.8219327472002864,0.0,0.0,,0.0,0.9
2017-03-13,0.8505209272380323,0.0,0.0,,0.0,1.2
2017-03-14,0.7556513826629168,0.729,66.67,"rain,snow",1.3,0.9
2017-03-15,0.8132492470253878,0.0,0.0,"rain,snow",0.7,1.6
2017-03-16,0.8270827120911985,0.0,0.0,,0.0,1.5
2017-03-17,0.829168327181626,0.0,0.0,,0.0,1.2
2017-03-18,0.8479712300623483,0.0,0.0,,0.0,1.0
2017-03-19,0.8529888956377133,0.011,4.17,"rain,snow",0.0,1.0
2017-03-20,0.7874161867767122,0.0,0.0,,0.0,0.9
2017-03-21,0.8175783653425238,0.0,0.0,,0.0,0.5
2017-03-22,0.8431967274074095,0.0,0.0,,0.0,0.1
2017-03-23,0.8348586887553264,0.0,0.0,,0.0,0.0
2017-03-24,0.858102223027503,0.029,12.5,rain,0.0,0.0
2017-03-25,0.8530265037815221,0.078,25.0,rain,0.0,0.0
2017-03-26,0.8285570205031395,0.0,0.0,,0.0,0.0
2017-03-27,0.8309154559651288,0.487,33.33,rain,0.0,0.0
2017-03-28,0.8473333859293593,0.567,29.17,rain,0.0,0.0
2017-03-29,0.8389848009278661,0.199,16.67,rain,0.0,0.0
2017-03-30,0.775715959794901,0.0,0.0,,0.0,0.0
2017-03-31,0.8358351008346827,0.686,62.5,"rain,snow",0.3,0.1
2017-04-01,0.8278339250453498,1.758,87.5,"rain,snow",2.9,0.3
2017-04-02,0.8012808316861784,0.0,0.0,,0.0,0.3
2017-04-03,0.8220547572809573,0.0,0.0,,0.0,0.3
2017-04-04,0.8321573106566114,0.635,66.67,rain,0.0,0.2
2017-04-05,0.8256374898038337,0.028,4.17,rain,0.0,0.0
2017-04-06,0.8641995430181292,1.354,50.0,rain,0.0,0.0
2017-04-07,0.7866820982800191,0.0,0.0,,0.0,0.0
2017-04-08,0.8588739737708446,0.0,0.0,,0.0,0.0
2017-04-09,0.8221825259066295,0.0,0.0,,0.0,0.0
2017-04-10,0.8447432868614633,0.0,0.0,,0.0,0.0
2017-04-11,0.8437498542836335,0.0,0.0,,0.0,0.0
2017-04-12,0.8176490603726654,0.022,8.33,rain,0.0,0.0
2017-04-13,0.8138471976664681,0.0,0.0,,0.0,0.0
2017-04-14,0.8303082949786511,0.0,0.0,,0.0,0.0
2017-04-15,0.8476065129598985,0.001,4.17,rain,0.0,0.0
2017-04-16,0.8275538353927796,0.0,0.0,,0.0,0.0
2017-04-17,0.7828256901768216,0.0,0.0,,0.0,0.0
2017-04-18,0.8574360684967337,0.0,0.0,,0.0,0.0
2017-04-19,0.8340530625443023,0.049,8.33,rain,0.0,0.0
2017-04-20,0.8534136316044343,0.038,12.5,rain,0.0,0.0
2017-04-21,0.8308257673362742,0.502,79.17,rain,0.0,0.0
2017-04-22,0.6618932711263505,0.068,20.83,rain,0.0,0.0
2017-04-23,0.676760339231434,0.0,0.0,,0.0,0.0
2017-04-24,0.8651518045338061,0.0,0.0,,0.0,0.0
2017-04-25,0.8577091430349448,0.788,54.17,rain,0.0,0.0
2017-04-26,0.8445353476135431,0.692,79.17,rain,0.0,0.0
2017-04-27,0.8141415610021945,0.0,0.0,,0.0,0.0
2017-04-28,0.8060633694713343,0.012,4.17,rain,0.0,0.0
2017-04-29,0.832277110618276,0.0,0.0,,0.0,0.0
2017-04-30,0.8347608015334993,0.016,4.17,rain,0.0,0.0
2017-05-01,0.838419346597713,0.0,0.0,,0.0,0.0
2017-05-02,0.7928693805036473,0.21,37.5,rain,0.0,0.0
2017-05-03,0.7328433371544318,0.0,0.0,,0.0,0.0
2017-05-04,0.7225575156249702,0.0,0.0,,0.0,0.0
2017-05-05,0.7060814710253254,0.662,37.5,rain,0.0,0.0
2017-05-06,0.7722030358729413,0.114,37.5,rain,0.0,0.0
2017-05-07,0.7428869984214664,0.0,0.0,,0.0,0.0
2017-05-08,0.7935498629588342,0.0,0.0,,0.0,0.0
2017-05-09,0.7581695242738312,0.0,0.0,,0.0,0.0
2017-05-10,0.8020992035047148,0.0,0.0,,0.0,0.0
2017-05-11,0.792073532033863,0.0,0.0,,0.0,0.0
2017-05-12,0.7986676237362578,0.011,4.17,rain,0.0,0.0
2017-05-13,0.7823638004594684,0.006,12.5,rain,0.0,0.0
2017-05-14,0.7567266346391521,0.992,75.0,rain,0.0,0.0
2017-05-15,0.855114615267535,0.109,41.67,rain,0.0,0.0
2017-05-16,0.7960917493470843,0.0,0.0,,0.0,0.0
2017-05-17,0.7505010596437018,0.0,0.0,,0.0,0.0
2017-05-18,0.7627004216969455,0.0,0.0,,0.0,0.0
2017-05-19,0.7968242935571984,0.059,8.33,rain,0.0,0.0
2017-05-20,0.7950754926501264,0.0,0.0,,0.0,0.0
2017-05-21,0.7758753377592639,0.0,0.0,,0.0,0.0
2017-05-22,0.8007106220825596,0.111,25.0,rain,0.0,0.0
2017-05-23,0.8086278013803307,0.027,8.33,rain,0.0,0.0
2017-05-24,0.8096045167417764,0.0,0.0,,0.0,0.0
2017-05-25,0.8103857296537128,0.427,54.17,rain,0.0,0.0
2017-05-26,0.8065394998190252,0.744,62.5,rain,0.0,0.0
2017-05-27,0.8184923949642088,0.0,0.0,,0.0,0.0
2017-05-28,0.7960340195878728,0.0,0.0,,0.0,0.0
2017-05-29,0.8278225243109378,0.052,16.67,rain,0.0,0.0
2017-05-30,0.7713796116528587,0.0,0.0,,0.0,0.0
2017-05-31,0.7928853838485814,0.048,8.33,rain,0.0,0.0
2017-06-01,0.804264655345003,0.162,8.33,rain,0.0,0.0
2017-06-02,0.8223789221899922,0.011,4.17,rain,0.0,0.0
2017-06-03,0.8563996363269016,0.0,0.0,,0.0,0.0
2017-06-04,0.850475885545826,0.158,20.83,rain,0.0,0.0
2017-06-05,0.8090545823770092,0.287,37.5,rain,0.0,0.0
2017-06-06,0.8373274481867707,1.166,95.83,rain,0.0,0.0
2017-06-07,0.8192166502795231,0.077,25.0,rain,0.0,0.0
2017-06-08,0.8132964954226016,0.0,0.0,,0.0,0.0
2017-06-09,0.798313076945089,0.005,4.17,rain,0.0,0.0
2017-06-10,0.8402963806727457,0.0,0.0,,0.0,0.0
2017-06-11,0.7889401127811688,0.0,0.0,,0.0,0.0
2017-06-12,0.7652805541247675,0.0,0.0,,0.0,0.0
2017-06-13,0.8104436564753084,0.461,4.17,rain,0.0,0.0
2017-06-14,0.7779857416547415,0.02,8.33,rain,0.0,0.0
2017-06-15,0.823881607949269,0.0,0.0,,0.0,0.0
2017-06-16,0.7761646837369716,1.938,33.33,rain,0.0,0.0
2017-06-17,0.8078505718740897,0.088,16.67,rain,0.0,0.0
2017-06-18,0.8073982924424142,0.0,0.0,,0.0,0.0
2017-06-19,0.8606247423846456,0.034,8.33,rain,0.0,0.0
2017-06-20,0.8160845736322679,0.13,16.67,rain,0.0,0.0
2017-06-21,0.8310513732435707,0.0,0.0,,0.0,0.0
2017-06-22,0.7928145171268641,0.0,0.0,,0.0,0.0
2017-06-23,0.8228838361730846,0.0,0.0,,0.0,0.0
2017-06-24,0.8379352240132945,0.071,12.5,rain,0.0,0.0
2017-06-25,0.8205716605004761,0.0,0.0,,0.0,0.0
2017-06-26,0.8238451586335572,0.0,0.0,,0.0,0.0
2017-06-27,0.8128543707823386,0.075,8.33,rain,0.0,0.0
2017-06-28,0.7974023236011261,0.0,0.0,,0.0,0.0
2017-06-29,0.7824779278372562,0.0,0.0,,0.0,0.0
2017-06-30,0.795887579006932,0.079,16.67,rain,0.0,0.0
2017-07-01,0.8260148062096467,0.0,0.0,,0.0,0.0
2017-07-02,0.7761679557167762,0.1,8.33,rain,0.0,0.0
2017-07-03,0.8063014546980785,0.0,0.0,,0.0,0.0
2017-07-04,0.8885852506067291,0.0,0.0,,0.0,0.0
2017-07-05,0.8137998460389837,0.0,0.0,,0.0,0.0
2017-07-06,0.786183626026985,0.0,0.0,,0.0,0.0
2017-07-07,0.7788675618203746,0.333,29.17,rain,0.0,0.0
2017-07-08,0.8216480365414623,0.372,16.67,rain,0.0,0.0
2017-07-09,0.817552085601761,0.0,0.0,,0.0,0.0
2017-07-10,0.8036573333872419,0.0,0.0,,0.0,0.0
2017-07-11,0.7911293750660356,0.17,29.17,rain,0.0,0.0
2017-07-12,0.7743993648319296,1.178,16.67,rain,0.0,0.0
2017-07-13,0.8134735540167053,0.134,16.67,rain,0.0,0.0
2017-07-14,0.8146511777218058,0.005,4.17,rain,0.0,0.0
2017-07-15,0.8258252287332305,0.0,0.0,,0.0,0.0
2017-07-16,0.7644219668599904,0.0,0.0,,0.0,0.0
2017-07-17,0.8586935050618801,0.0,0.0,,0.0,0.0
2017-07-18,0.8300474525546129,0.16,16.67,rain,0.0,0.0
2017-07-19,0.7944637782587551,0.0,0.0,,0.0,0.0
2017-07-20,0.761873609317723,0.0,0.0,,0.0,0.0
2017-07-21,0.7567449086612686,0.0,0.0,,0.0,0.0
2017-07-22,0.793675366603135,0.0,0.0,,0.0,0.0
2017-07-23,0.7941404076259951,0.0,0.0,,0.0,0.0
2017-07-24,0.8176415974244022,1.402,70.83,rain,0.0,0.0
2017-07-25,0.8088535927546177,0.011,4.17,rain,0.0,0.0
2017-07-26,0.8261026583427015,0.0,0.0,,0.0,0.0
2017-07-27,0.7969100603376638,0.047,20.83,rain,0.0,0.0
2017-07-28,0.8100467390071424,0.0,0.0,,0.0,0.0
2017-07-29,0.779370995933766,0.0,0.0,,0.0,0.0
2017-07-30,0.8168341961473727,0.0,0.0,,0.0,0.0
2017-07-31,0.8304915091310877,0.0,0.0,,0.0,0.0
2017-08-01,0.8136913159800483,0.0,0.0,,0.0,0.0
2017-08-02,0.8085229250206856,0.947,29.17,rain,0.0,0.0
2017-08-03,0.7927291836114679,0.0,0.0,,0.0,0.0
2017-08-04,0.8069764051826633,0.0,0.0,,0.0,0.0
2017-08-05,0.8059460363456086,0.153,12.5,rain,0.0,0.0
2017-08-06,0.7512448773571114,0.0,0.0,,0.0,0.0
2017-08-07,0.7815576746593118,0.0,0.0,,0.0,0.0
2017-08-08,0.8147235739801204,0.001,4.17,rain,0.0,0.0
2017-08-09,0.8167396430590899,0.0,0.0,,0.0,0.0
2017-08-10,0.7971391231913157,0.0,0.0,,0.0,0.0
2017-08-11,0.7919682541158867,0.0,0.0,,0.0,0.0
2017-08-12,0.7421284614915953,0.107,20.83,rain,0.0,0.0
2017-08-13,0.7670364518361006,0.0,0.0,,0.0,0.0
2017-08-14,0.7966095738364367,0.0,0.0,,0.0,0.0
2017-08-15,0.8062849616032839,0.0,0.0,,0.0,0.0
2017-08-16,0.8024620643043774,0.0,0.0,,0.0,0.0
2017-08-17,0.7909721924114428,0.0,0.0,,0.0,0.0
2017-08-18,0.7947196744190717,0.011,4.17,rain,0.0,0.0
2017-08-19,0.8330343450229903,0.217,8.33,rain,0.0,0.0
2017-08-20,0.8046471036387608,0.0,0.0,,0.0,0.0
2017-08-21,0.8391375259180605,0.0,0.0,,0.0,0.0
2017-08-22,0.8243662117815819,0.0,0.0,,0.0,0.0
2017-08-23,0.8274066772909083,0.027,8.33,rain,0.0,0.0
2017-08-24,0.812615145335223,0.0,0.0,,0.0,0.0
2017-08-25,0.7802496614901054,0.0,0.0,,0.0,0.0
2017-08-26,0.8130731768061097,0.0,0.0,,0.0,0.0
2017-08-27,0.7827131259808248,0.0,0.0,,0.0,0.0
2017-08-28,0.8206160114762702,0.0,0.0,,0.0,0.0
2017-08-29,0.8136972890540634,0.0,0.0,,0.0,0.0
2017-08-30,0.8273563642125756,0.079,33.33,rain,0.0,0.0
2017-08-31,0.8229993746752866,0.0,0.0,,0.0,0.0
2017-09-01,0.8234712254206413,0.0,0.0,,0.0,0.0
2017-09-02,0.8316663801470423,0.0,0.0,,0.0,0.0
2017-09-03,0.8170922586631166,0.253,54.17,rain,0.0,0.0
2017-09-04,0.8161419248768552,0.0,0.0,,0.0,0.0
2017-09-05,0.8487617827056511,0.0,0.0,,0.0,0.0
2017-09-06,0.8416934479938145,0.168,29.17,rain,0.0,0.0
2017-09-07,0.8416032730729961,0.712,25.0,rain,0.0,0.0
2017-09-08,0.8292630535239023,0.0,0.0,,0.0,0.0
2017-09-09,0.8359165160695936,0.0,0.0,,0.0,0.0
2017-09-10,0.8422825541714956,0.011,4.17,rain,0.0,0.0
2017-09-11,0.8426064736114456,0.0,0.0,,0.0,0.0
2017-09-12,0.7564337453250084,0.0,0.0,,0.0,0.0
2017-09-13,0.8218655405762019,0.028,4.17,rain,0.0,0.0
2017-09-14,0.7882310794933571,0.298,4.17,rain,0.0,0.0
2017-09-15,0.8277569757308649,0.219,25.0,rain,0.0,0.0
2017-09-16,0.8515671961088495,0.0,0.0,,0.0,0.0
2017-09-17,0.8330055636539958,0.0,0.0,,0.0,0.0
2017-09-18,0.8545689127679004,0.0,0.0,,0.0,0.0
2017-09-19,0.8209984378556854,0.045,16.67,rain,0.0,0.0
2017-09-20,0.8228982955782298,0.307,70.83,rain,0.0,0.0
2017-09-21,0.8472804023430195,0.0,0.0,,0.0,0.0
2017-09-22,0.8580720537448716,0.185,58.33,rain,0.0,0.0
2017-09-23,0.8268039833335332,0.041,25.0,rain,0.0,0.0
2017-09-24,0.8088403001365458,0.0,0.0,,0.0,0.0
2017-09-25,0.8351263771555568,0.0,0.0,,0.0,0.0
2017-09-26,0.7756521972782391,0.0,0.0,,0.0,0.0
2017-09-27,0.7881132299485121,0.0,0.0,,0.0,0.0
2017-09-28,0.836032975977526,0.0,0.0,,0.0,0.0
2017-09-29,0.8108315571512721,0.0,0.0,,0.0,0.0
2017-09-30,0.8264625798649918,1.431,54.17,rain,0.0,0.0
2017-10-01,0.7388274148244683,0.0,0.0,,0.0,0.0
2017-10-02,0.8049752138469727,0.0,0.0,,0.0,0.0
2017-10-03,0.7656951769161697,0.0,0.0,,0.0,0.0
2017-10-04,0.7896084298318726,0.0,0.0,,0.0,0.0
2017-10-05,0.7912886326152473,0.0,0.0,,0.0,0.0
2017-10-06,0.7842929391836655,0.0,0.0,,0.0,0.0
2017-10-07,0.7466454559597153,0.0,0.0,,0.0,0.0
2017-10-08,0.7886731731614872,0.131,16.67,rain,0.0,0.0
2017-10-09,0.8185872501365419,0.278,41.67,rain,0.0,0.0
2017-10-10,0.8504726843421844,0.0,0.0,,0.0,0.0
2017-10-11,0.8178913838643966,0.011,4.17,rain,0.0,0.0
2017-10-12,0.7915013364935409,0.0,0.0,,0.0,0.0
2017-10-13,0.8379164688974639,0.0,0.0,,0.0,0.0
2017-10-14,0.7551692216686704,0.094,16.67,rain,0.0,0.0
2017-10-15,0.8199856079489023,0.0,0.0,,0.0,0.0
2017-10-16,0.8143281840882953,0.0,0.0,,0.0,0.0
2017-10-17,0.7912612107591996,0.0,0.0,,0.0,0.0
2017-10-18,0.7943181178381244,0.0,0.0,,0.0,0.0
2017-10-19,0.7963686721013643,0.0,0.0,,0.0,0.0
2017-10-20,0.8323704606858444,0.0,0.0,,0.0,0.0
2017-10-21,0.8334038570496224,0.0,0.0,,0.0,0.0
2017-10-22,0.8188689478201006,0.0,0.0,,0.0,0.0
2017-10-23,0.7887211216161908,0.0,0.0,,0.0,0.0
2017-10-24,0.8050024980783137,0.093,33.33,rain,0.0,0.0
2017-10-25,0.804327222314846,1.235,83.33,rain,0.0,0.0
2017-10-26,0.7987713432065479,0.456,79.17,rain,0.0,0.0
2017-10-27,0.8118712383152926,0.0,0.0,,0.0,0.0
2017-10-28,0.8100091845582718,0.0,0.0,,0.0,0.0
2017-10-29,0.8286802884860603,0.574,29.17,rain,0.0,0.0
2017-10-30,0.8063583876866323,1.508,37.5,rain,0.0,0.0
2017-10-31,0.7933798501981821,0.0,0.0,,0.0,0.0
2017-11-01,0.7978595282670307,0.0,0.0,,0.0,0.0
2017-11-02,0.8293470650881692,0.0,0.0,,0.0,0.0
2017-11-03,0.8098780259809175,0.011,4.17,rain,0.0,0.0
2017-11-04,0.8134247154878296,0.0,0.0,,0.0,0.0
2017-11-05,0.8158830981410449,0.001,4.17,rain,0.0,0.0
2017-11-06,0.7974353688140288,0.081,25.0,rain,0.0,0.0
2017-11-07,0.8225464665423428,0.091,12.5,rain,0.0,0.0
2017-11-08,0.8040383286795887,0.071,12.5,rain,0.0,0.0
2017-11-09,0.7907196735786136,0.0,0.0,,0.0,0.0
2017-11-10,0.8079118031608582,0.023,8.33,rain,0.0,0.0
2017-11-11,0.8359558867651828,0.0,0.0,,0.0,0.0
2017-11-12,0.8201108292055884,0.0,0.0,,0.0,0.0
2017-11-13,0.8014672990932115,0.142,29.17,rain,0.0,0.0
2017-11-14,0.8109579625683926,0.0,0.0,,0.0,0.0
2017-11-15,0.8474543486203652,0.0,0.0,,0.0,0.0
2017-11-16,0.8001143418052403,0.206,29.17,rain,0.0,0.0
2017-11-17,0.7793328183669164,0.0,0.0,,0.0,0.0
2017-11-18,0.7952654277105353,0.081,16.67,rain,0.0,0.0
2017-11-19,0.8285428594122396,0.251,41.67,rain,0.0,0.0
2017-11-20,0.8284362209128936,0.0,0.0,,0.0,0.0
2017-11-21,0.8345371028677889,0.0,0.0,,0.0,0.0
2017-11-22,0.8238196172602978,0.882,45.83,rain,0.0,0.0
2017-11-23,0.8195530155016013,0.0,0.0,,0.0,0.0
2017-11-24,0.8239769636779426,0.0,0.0,,0.0,0.0
2017-11-25,0.7997378160721726,0.0,0.0,,0.0,0.0
2017-11-26,0.791431458878701,0.0,0.0,,0.0,0.0
2017-11-27,0.7590751697526088,0.0,0.0,,0.0,0.0
2017-11-28,0.8147149707424695,0.0,0.0,,0.0,0.0
2017-11-29,0.7802125619243296,0.0,0.0,,0.0,0.0
2017-11-30,0.8183631258710494,0.0,0.0,,0.0,0.0
2017-12-01,0.7698115223632382,0.086,16.67,rain,0.0,0.0
2017-12-02,0.8124147411462296,0.0,0.0,,0.0,0.0
2017-12-03,0.7949534045432702,0.0,0.0,,0.0,0.0
2017-12-04,0.8021761396081788,0.0,0.0,,0.0,0.0
2017-12-05,0.7549736070961417,0.093,37.5,rain,0.0,0.0
2017-12-06,0.7643575369535098,0.47,29.17,rain,0.0,0.0
2017-12-07,0.8145713023603067,0.0,0.0,,0.0,0.0
2017-12-08,0.77432094673265,0.0,0.0,,0.0,0.0
2017-12-09,0.7760868256071867,0.629,50.0,"rain,snow",1.1,0.3
2017-12-10,0.7124068296510206,0.031,12.5,"rain,snow",0.6,1.4
2017-12-11,0.7334260804288004,0.0,0.0,,0.0,1.2
2017-12-12,0.7214378715415215,0.039,20.83,rain,0.0,0.9
2017-12-13,0.7045520603978732,0.0,0.0,,0.0,0.4
2017-12-14,0.7257025195502678,0.0,0.0,,0.0,0.4
2017-12-15,0.7443196474436469,0.0,0.0,,0.0,0.4
2017-12-16,0.6412056568681944,0.0,0.0,snow,0.0,0.4
2017-12-17,0.66833585642834,0.0,0.0,,0.0,0.3
2017-12-18,0.7629553508559239,0.0,0.0,,0.0,0.7
2017-12-19,0.7458115487364954,0.0,0.0,,0.0,0.7
2017-12-20,0.7213108673272276,0.0,0.0,,0.0,0.0
2017-12-21,0.7697475751735474,0.0,0.0,,0.0,0.0
2017-12-22,0.7104132531917746,0.093,29.17,"rain,snow",0.1,0.1
2017-12-23,0.758054781111037,0.59,50.0,"rain,snow",0.0,0.1
2017-12-24,0.7850947318669065,0.0,0.0,,0.0,0.0
2017-12-25,0.7040798847146363,0.44,37.5,"rain,snow",0.7,0.2
2017-12-26,0.7226027049956492,0.0,0.0,snow,0.4,0.9
2017-12-27,0.7019073534406624,0.0,0.0,,0.0,0.9
2017-12-28,0.7636081618389909,0.0,0.0,,0.0,0.6
2017-12-29,0.6739046057174123,0.0,0.0,,0.0,0.6
2017-12-30,0.7969512620903153,0.011,4.17,snow,0.0,0.6
2017-12-31,0.8188618984584741,0.0,0.0,,0.0,0.6
2018-01-01,0.7131623338014967,0.0,0.0,,0.0,0.6
2018-01-02,0.7381338965605387,0.0,0.0,,0.0,0.6
2018-01-03,0.7300163493898885,0.0,0.0,,0.0,0.6
2018-01-04,0.63809107865975,0.603,45.83,"rain,snow",2.5,1.4
2018-01-05,0.6947353707550906,0.0,0.0,snow,1.4,3.5
2018-01-06,0.7762669196912794,0.0,0.0,,0.0,3.1
2018-01-07,0.7642079523431707,0.0,0.0,,0.0,3.1
2018-01-08,0.6989690419606436,0.0,0.0,,0.0,3.1
2018-01-09,0.6848795385824185,0.0,0.0,,0.0,3.1
2018-01-10,0.7166262230271405,0.0,0.0,,0.0,3.0
2018-01-11,0.7125126542648004,0.0,0.0,,0.0,2.7
2018-01-12,0.7786507491909316,0.494,41.67,rain,0.0,1.5
2018-01-13,0.7951761003959863,1.401,37.5,rain,0.0,0.1
2018-01-14,0.7911586590713979,0.0,0.0,,0.0,0.0
2018-01-15,0.8561081505439333,0.0,0.0,,0.0,0.1
2018-01-16,0.7639806289060849,0.0,0.0,"rain,snow",0.3,0.1
2018-01-17,0.7246240117878762,0.201,41.67,"rain,snow",1.5,0.4
2018-01-18,0.6297694313474407,0.0,0.0,,0.0,0.4
2018-01-19,0.7712193144283437,0.0,0.0,,0.0,0.4
2018-01-20,0.8241171108179215,0.0,0.0,,0.0,0.3
2018-01-21,0.801506381348917,0.0,0.0,,0.0,0.2
2018-01-22,0.7890493812545731,0.068,29.17,rain,0.0,0.1
2018-01-23,0.7649531042932891,1.273,41.67,"rain,snow",0.0,0.0
2018-01-24,0.7735113007255218,0.0,0.0,,0.0,0.0
2018-01-25,0.7780209456449878,0.0,0.0,,0.0,0.0
2018-01-26,0.7913509763182116,0.0,0.0,,0.0,0.0
2018-01-27,0.8267592766798497,0.0,0.0,,0.0,0.0
2018-01-28,0.7968682127303972,0.038,12.5,rain,0.0,0.0
2018-01-29,0.8032174487307514,0.001,4.17,"rain,snow",0.6,0.2
2018-01-30,0.7764892697040708,0.06,29.17,"rain,snow",1.5,1.1
2018-01-31,0.7554285962391957,0.0,0.0,,0.0,0.8
2018-02-01,0.7768539202175939,0.037,8.33,"rain,snow",0.1,0.6
2018-02-02,0.7779739361188927,0.253,29.17,"rain,snow",0.4,0.4
2018-02-03,0.7448089206031323,0.0,0.0,,0.0,0.4
2018-02-04,0.7356362865485464,0.213,29.17,rain,0.0,0.3
2018-02-05,0.7306805648977962,0.426,16.67,rain,0.0,0.1
2018-02-06,0.7882227636943443,0.0,0.0,,0.0,0.1
2018-02-07,0.800150541588782,0.646,50.0,"rain,snow",0.5,0.3
2018-02-08,0.8321233204321119,0.0,0.0,,0.0,0.7
2018-02-09,0.7781050854366591,0.0,0.0,,0.0,0.4
2018-02-10,0.8143843796295168,0.067,12.5,rain,0.0,0.2
2018-02-11,0.7866666666666667,0.805,91.67,rain,0.0,0.1
2018-02-12,0.8126357714031627,0.0,0.0,,0.0,0.0
2018-02-13,0.8110354692023782,0.0,0.0,,0.0,0.0
2018-02-14,0.8068480262320846,0.0,0.0,,0.0,0.0
2018-02-15,0.819710298375085,0.0,0.0,,0.0,0.0
2018-02-16,0.8208534718867342,0.023,8.33,rain,0.0,0.0
2018-02-17,0.8428282346743843,0.079,12.5,"rain,snow",1.2,0.4
2018-02-18,0.8039109039639423,0.441,33.33,"rain,snow",0.7,1.7
2018-02-19,0.8366387996874105,0.057,20.83,rain,0.0,1.3
2018-02-20,0.8177600402293481,0.023,8.33,rain,0.0,0.2
2018-02-21,0.7891090788563532,0.0,0.0,,0.0,0.0
2018-02-22,0.7743753786687426,0.072,16.67,"rain,snow",0.2,0.1
2018-02-23,0.7594560576825373,0.131,25.0,"rain,snow",0.2,0.3
2018-02-24,0.7886024298388786,0.0,0.0,,0.0,0.0
2018-02-25,0.785435244324971,0.517,54.17,rain,0.0,0.0
2018-02-26,0.794392465038294,0.0,0.0,,0.0,0.0
2018-02-27,0.7896690274750174,0.0,0.0,,0.0,0.0
2018-02-28,0.785500901131909,0.011,4.17,rain,0.0,0.0
2018-03-01,0.7955356895913919,0.0,0.0,,0.0,0.0
2018-03-02,0.7512735897993923,1.411,95.83,rain,0.0,0.2
2018-03-03,0.809548163426351,0.0,0.0,rain,0.6,0.5
2018-03-04,0.7868749739437035,0.0,0.0,rain,0.2,0.1
2018-03-05,0.823110236020105,0.023,12.5,"rain,snow",0.5,0.3
2018-03-06,0.8478506887075062,0.0,0.0,,0.0,0.2
2018-03-07,0.8077557997388245,0.587,58.33,"rain,snow",1.8,0.7
2018-03-08,0.7567001203680341,0.132,50.0,"rain,snow",2.3,2.4
2018-03-09,0.8154369812793492,0.0,0.0,,0.0,1.6
2018-03-10,0.6821684543674494,0.0,0.0,,0.0,1.3
2018-03-11,0.7203804460995155,0.0,0.0,,0.0,1.1
2018-03-12,0.7672973098754234,0.0,0.0,"rain,snow",0.3,0.8
2018-03-13,0.6121274715279521,0.425,87.5,"rain,snow",3.3,2.3
2018-03-14,0.7370493661808878,0.0,0.0,"rain,snow",1.8,5.4
2018-03-15,0.7931316351361898,0.0,0.0,,0.0,4.0
2018-03-16,0.7671251916356894,0.0,0.0,,0.0,3.7
2018-03-17,0.8231219683030506,0.0,0.0,,0.0,3.1
2018-03-18,0.7971689548648865,0.0,0.0,,0.0,2.9
2018-03-19,0.8034182046725504,0.0,0.0,,0.0,2.8
2018-03-20,0.7994454172018477,0.0,0.0,,0.0,2.5
2018-03-21,0.8025379517260874,0.0,0.0,"rain,snow",0.3,2.6
2018-03-22,0.7987186439417602,0.111,54.17,"rain,snow",1.8,2.7
2018-03-23,0.795496749758247,0.0,0.0,,0.0,2.3
2018-03-24,0.8062371049316219,0.0,0.0,,0.0,2.1
2018-03-25,0.8114212113298037,0.087,20.83,"rain,snow",0.4,1.6
2018-03-26,0.8129848636672037,0.0,0.0,,0.0,1.5
2018-03-27,0.8409743614873606,0.0,0.0,,0.0,1.3
2018-03-28,0.8215587454061271,0.012,8.33,rain,0.0,1.0
2018-03-29,0.8157478188584157,0.011,4.17,rain,0.0,0.2
2018-03-30,0.8176173819186634,0.071,16.67,rain,0.0,0.0
2018-03-31,0.8451152073155769,0.0,0.0,,0.0,0.0
2018-04-01,0.8432989817300768,0.0,0.0,,0.0,0.0
2018-04-02,0.8434030407268032,0.109,12.5,"rain,snow",0.5,0.7
2018-04-03,0.8199234510894691,0.453,37.5,rain,0.0,0.9
2018-04-04,0.8145855707243488,0.224,20.83,rain,0.0,0.0
2018-04-05,0.8232956109180933,0.0,0.0,,0.0,0.0
2018-04-06,0.8089852350287754,0.188,16.67,"rain,snow",0.0,0.1
2018-04-07,0.8172363657764955,0.034,12.5,rain,0.0,0.0
2018-04-08,0.8147148262020361,0.0,0.0,,0.0,0.0
2018-04-09,0.8190373181430872,0.0,0.0,,0.0,0.0
2018-04-10,0.8106198131957107,0.0,0.0,,0.0,0.0
2018-04-11,0.7960804230753371,0.0,0.0,,0.0,0.0
2018-04-12,0.8128442740259687,0.059,8.33,rain,0.0,0.0
2018-04-13,0.8172547408664962,0.0,0.0,,0.0,0.0
2018-04-14,0.767237077212764,0.0,0.0,,0.0,0.0
2018-04-15,0.7973562278550015,0.037,16.67,"rain,snow",0.0,0.0
2018-04-16,0.7553612692567824,1.691,87.5,"rain,snow",0.0,0.2
2018-04-17,0.8029316681684695,0.0,0.0,,0.0,0.0
2018-04-18,0.8136313979896692,0.0,0.0,,0.0,0.0
2018-04-19,0.8313103560768282,0.216,37.5,rain,0.0,0.0
